code_insee,nb_accidents,nb_accidents_graves,nb_accidents_mortels,gravite_moyenne,age_moyen_victimes,lat_moyenne,long_moyenne,nb_accidents_nuit,nb_accidents_pluie,nb_accidents_mouille,annee_min,annee_max,taux_accidents_graves,taux_accidents_mortels,nom_commune,nb_amenagements,longueur_totale_amenagements,longueur_moyenne_amenagement,nb_voies_principales,nb_voies_residentielles,nb_pistes_cyclables,nb_double_sens,nb_sens_unique,nb_asphalt,nb_autres_revetements,ratio_pistes_cyclables,ratio_double_sens,nb_compteurs,comptage_total_commune,comptage_moyen_commune,comptage_max_commune,nom_commune_pop,population,departement,ratio_amenagements_par_accident,longueur_amenagement_par_accident,taux_risque_par_km,taux_risque_par_habitant,taux_risque_grave_par_habitant,densite_pop_amenagement,risque_eleve,categorie_risque,est_paris
78640,18,1,1,3.4444444444444446,40.27777777777778,16.261189444444444,0.731865,1,0,0,2005.0,2017.0,0.05555555555555555,0.05555555555555555,Vélizy-Villacoublay,300.0,37264.0,124.21333333333334,49.0,81.0,34.0,75.0,103.0,218.0,82.0,0.11333333333333333,0.25,0.0,0.0,0.0,0.0,Vélizy-Villacoublay,22713,78,16.666666666666668,2070.222222222222,0.4830399313009875,7.924976885484083,0.4402764936380047,609.5158866466294,1,Modéré,0
78642,7,0,0,3.857142857142857,39.714285714285715,20.993884285714284,0.8425414285714286,1,1,1,2005.0,2013.0,0.0,0.0,Verneuil-sur-Seine,186.0,28316.0,152.23655913978496,9.0,96.0,8.0,61.0,51.0,108.0,78.0,0.043010752688172046,0.3279569892473118,0.0,0.0,0.0,0.0,Verneuil-sur-Seine,15914,78,26.571428571428573,4045.1428571428573,0.247210057917785,4.398642704536885,0.0,562.0144088148044,1,Modéré,0
78643,7,0,0,3.5714285714285716,39.142857142857146,13.993238571428572,0.5662242857142857,1,0,0,2006.0,2017.0,0.0,0.0,Vernouillet,116.0,17299.0,149.1293103448276,17.0,62.0,8.0,83.0,17.0,81.0,35.0,0.06896551724137931,0.7155172413793104,0.0,0.0,0.0,0.0,Vernouillet,10025,78,16.571428571428573,2471.285714285714,0.40464766749523096,6.982543640897755,0.0,579.513266662813,1,Modéré,0
78644,2,0,0,3.5,24.5,0.0,0.0,0,1,1,2006.0,2006.0,0.0,0.0,La Verrière,61.0,7267.0,119.1311475409836,6.0,0.0,12.0,12.0,19.0,28.0,33.0,0.19672131147540983,0.19672131147540983,0.0,0.0,0.0,0.0,La Verrière,6183,78,30.5,3633.5,0.27521673317737716,3.234675723758693,0.0,850.8325306178615,0,Faible,0
78646,84,6,6,3.4404761904761907,32.20238095238095,11.0354475,0.4925625,14,6,6,2005.0,2017.0,0.07142857142857142,0.07142857142857142,Versailles,1572.0,150792.0,95.92366412213741,442.0,426.0,121.0,447.0,719.0,1288.0,284.0,0.07697201017811704,0.28435114503816794,0.0,0.0,0.0,0.0,Versailles,83587,78,18.714285714285715,1795.142857142857,0.5570587299060958,10.049409597186166,0.7178149712275832,554.3198578173908,1,Élevé,0
78647,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Vert,49.0,6652.0,135.75510204081633,17.0,25.0,0.0,44.0,5.0,24.0,25.0,0.0,0.8979591836734694,0.0,0.0,0.0,0.0,Vert,851,78,49.0,6652.0,0.0,0.0,0.0,127.93144918821407,0,Très faible,0
78650,12,0,0,3.5833333333333335,26.583333333333332,4.4452727272727275,0.1922090909090909,1,0,3,2005.0,2023.0,0.0,0.0,Le Vésinet,552.0,70388.0,127.51449275362319,37.0,422.0,22.0,276.0,242.0,436.0,116.0,0.03985507246376811,0.5,0.0,0.0,0.0,0.0,Le Vésinet,15646,78,46.0,5865.666666666667,0.17048360515997044,7.6696919340406495,0.0,222.28220719440813,1,Modéré,0
78653,2,1,0,2.5,77.0,48.816,1.851,0,0,0,2005.0,2005.0,0.5,0.0,Vicq,7.0,697.0,99.57142857142857,5.0,1.0,0.0,7.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,Vicq,381,78,3.5,348.5,2.8694404591104736,52.493438320209975,26.246719160104988,546.6284074605452,0,Faible,0
78655,1,0,0,3.0,15.0,,,0,0,0,2019.0,2019.0,0.0,0.0,Vieille-Église-en-Yvelines,13.0,3408.0,262.15384615384613,6.0,1.0,3.0,8.0,0.0,10.0,3.0,0.23076923076923078,0.6153846153846154,0.0,0.0,0.0,0.0,Vieille-Église-en-Yvelines,612,78,13.0,3408.0,0.2934272300469484,16.33986928104575,0.0,179.57746478873239,0,Très faible,0
78672,4,0,0,3.25,47.5,12.233725,0.49989,1,1,1,2005.0,2014.0,0.0,0.0,Villennes-sur-Seine,27.0,2982.0,110.44444444444444,3.0,16.0,0.0,13.0,13.0,23.0,4.0,0.0,0.48148148148148145,0.0,0.0,0.0,0.0,Villennes-sur-Seine,5628,78,6.75,745.5,1.341381623071764,7.107320540156361,0.0,1887.3239436619717,0,Faible,0
78674,15,0,0,3.466666666666667,42.733333333333334,16.277101333333334,0.6689226666666667,1,4,3,2006.0,2016.0,0.0,0.0,Villepreux,396.0,41794.0,105.54040404040404,57.0,294.0,8.0,248.0,124.0,367.0,29.0,0.020202020202020204,0.6262626262626263,0.0,0.0,0.0,0.0,Villepreux,11150,78,26.4,2786.266666666667,0.3589031918457195,13.45291479820628,0.0,266.7847059386515,1,Modéré,0
78677,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Villette,12.0,1634.0,136.16666666666666,2.0,9.0,0.0,9.0,3.0,2.0,10.0,0.0,0.75,0.0,0.0,0.0,0.0,Villette,528,78,12.0,1634.0,0.0,0.0,0.0,323.1334149326806,0,Très faible,0
78681,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Villiers-le-Mahieu,21.0,2547.0,121.28571428571429,6.0,5.0,0.0,14.0,1.0,14.0,7.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,Villiers-le-Mahieu,856,78,21.0,2547.0,0.0,0.0,0.0,336.0816647035728,0,Très faible,0
78683,1,0,0,4.0,41.0,,,0,0,0,2021.0,2021.0,0.0,0.0,Villiers-Saint-Frédéric,68.0,8671.0,127.51470588235294,26.0,28.0,3.0,40.0,23.0,24.0,44.0,0.04411764705882353,0.5882352941176471,0.0,0.0,0.0,0.0,Villiers-Saint-Frédéric,3068,78,68.0,8671.0,0.11532695190866106,3.259452411994785,0.0,353.82308845577217,0,Très faible,0
78686,15,2,2,3.4,40.4,16.26696666666667,0.721484,3,1,2,2005.0,2017.0,0.13333333333333333,0.13333333333333333,Viroflay,347.0,32462.0,93.55043227665706,55.0,169.0,5.0,151.0,128.0,309.0,38.0,0.01440922190201729,0.43515850144092216,0.0,0.0,0.0,0.0,Viroflay,16960,78,23.133333333333333,2164.133333333333,0.46207873821699214,8.84433962264151,1.179245283018868,522.4570266773458,1,Modéré,0
78688,16,1,0,3.3125,24.0625,9.1431675,0.384645625,3,1,2,2006.0,2016.0,0.0625,0.0,Voisins-le-Bretonneux,183.0,25605.0,139.91803278688525,13.0,40.0,15.0,44.0,16.0,87.0,96.0,0.08196721311475409,0.24043715846994534,0.0,0.0,0.0,0.0,Voisins-le-Bretonneux,10721,78,11.4375,1600.3125,0.6248779535247022,14.92398097192426,0.9327488107452663,418.70728373364574,1,Modéré,0
91016,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Angerville,10.0,5255.0,525.5,0.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,0.1,0.0,0.0,0.0,0.0,Angerville,4395,91,10.0,5255.0,0.0,0.0,0.0,836.3463368220742,0,Très faible,0
91017,1,0,0,4.0,50.0,,,1,0,0,2019.0,2019.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Angervilliers,1731,91,0.0,0.0,0.0,5.777007510109763,0.0,0.0,0,Très faible,0
91021,3,0,0,4.0,41.666666666666664,0.0,0.0,0,0,0,2014.0,2019.0,0.0,0.0,Arpajon,113.0,7279.0,64.41592920353982,39.0,32.0,2.0,31.0,54.0,91.0,22.0,0.017699115044247787,0.2743362831858407,0.0,0.0,0.0,0.0,Arpajon,11281,91,37.666666666666664,2426.3333333333335,0.41214452534688834,2.6593387111071713,0.0,1549.800796812749,0,Faible,0
91027,9,2,0,3.2222222222222223,36.0,6.08877625,0.29862625,3,1,1,2006.0,2019.0,0.2222222222222222,0.0,Athis-Mons,405.0,46883.0,115.76049382716049,56.0,147.0,61.0,108.0,150.0,297.0,108.0,0.1506172839506173,0.26666666666666666,0.0,0.0,0.0,0.0,Athis-Mons,36222,91,45.0,5209.222222222223,0.19196723759145104,2.484677820109326,0.5521506266909613,772.6041422263933,1,Modéré,0
91037,1,0,0,3.0,76.0,0.0,0.0,0,0,0,2012.0,2012.0,0.0,0.0,Auvernaux,17.0,3153.0,185.47058823529412,2.0,3.0,0.0,5.0,0.0,13.0,4.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,Auvernaux,327,91,17.0,3153.0,0.3171582619727244,30.581039755351682,0.0,103.71075166508088,0,Très faible,0
91038,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Auvers-Saint-Georges,16.0,2939.0,183.6875,7.0,2.0,0.0,12.0,1.0,8.0,8.0,0.0,0.75,0.0,0.0,0.0,0.0,Auvers-Saint-Georges,1277,91,16.0,2939.0,0.0,0.0,0.0,434.50153113303844,0,Très faible,0
91041,2,1,1,2.0,56.5,,,0,0,0,2020.0,2020.0,0.5,0.5,Avrainville,35.0,4412.0,126.05714285714286,7.0,1.0,8.0,0.0,9.0,14.0,21.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,Avrainville,1030,91,17.5,2206.0,0.45330915684496825,19.41747572815534,9.70873786407767,233.45421577515867,0,Faible,0
91044,4,0,0,3.0,31.5,24.334095,1.14286,0,0,0,2014.0,2023.0,0.0,0.0,Ballainvilliers,118.0,13401.0,113.5677966101695,27.0,27.0,37.0,37.0,26.0,82.0,36.0,0.3135593220338983,0.3135593220338983,0.0,0.0,0.0,0.0,Ballainvilliers,4752,91,29.5,3350.25,0.29848518767256177,8.417508417508417,0.0,354.60040295500335,0,Faible,0
91045,1,0,0,4.0,17.0,0.0,0.0,1,1,1,2014.0,2014.0,0.0,0.0,Ballancourt-sur-Essonne,42.0,8377.0,199.45238095238096,0.0,25.0,4.0,26.0,7.0,23.0,19.0,0.09523809523809523,0.6190476190476191,0.0,0.0,0.0,0.0,Ballancourt-sur-Essonne,7757,91,42.0,8377.0,0.11937447773665989,1.2891581797086502,0.0,925.9878238032708,0,Très faible,0
91047,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Baulne,2.0,218.0,109.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,Baulne,1416,91,2.0,218.0,0.0,0.0,0.0,6495.412844036698,0,Très faible,0
91064,20,2,2,3.4,51.6,2.566596315789474,0.11727157894736842,1,1,2,2005.0,2019.0,0.1,0.1,Bièvres,158.0,25702.0,162.67088607594937,41.0,29.0,25.0,60.0,41.0,93.0,65.0,0.15822784810126583,0.379746835443038,0.0,0.0,0.0,0.0,Bièvres,4748,91,7.9,1285.1,0.7781495603454983,42.122999157540015,4.212299915754001,184.7327056260213,1,Modéré,0
91067,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Blandy,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Blandy,111,91,1.0,5.0,0.0,0.0,0.0,22200.0,0,Très faible,0
91069,1,0,0,4.0,45.0,0.0,0.0,0,0,0,2005.0,2005.0,0.0,0.0,Boigneville,7.0,1218.0,174.0,2.0,0.0,0.0,6.0,0.0,4.0,3.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,Boigneville,383,91,7.0,1218.0,0.8210180623973727,26.109660574412533,0.0,314.44991789819375,0,Très faible,0
91080,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Boissy-le-Cutté,1.0,251.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Boissy-le-Cutté,1355,91,1.0,251.0,0.0,0.0,0.0,5398.406374501992,0,Très faible,0
91081,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Boissy-le-Sec,1.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Boissy-le-Sec,688,91,1.0,92.0,0.0,0.0,0.0,7478.260869565218,0,Très faible,0
91085,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Boissy-sous-Saint-Yon,11.0,2100.0,190.9090909090909,0.0,3.0,0.0,2.0,1.0,2.0,9.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,Boissy-sous-Saint-Yon,3828,91,11.0,2100.0,0.0,0.0,0.0,1822.857142857143,0,Très faible,0
91086,1,0,0,3.0,62.0,48.61525,2.38162,0,1,0,2017.0,2017.0,0.0,0.0,Bondoufle,109.0,19890.0,182.47706422018348,26.0,19.0,23.0,25.0,25.0,47.0,62.0,0.21100917431192662,0.22935779816513763,0.0,0.0,0.0,0.0,Bondoufle,10862,91,109.0,19890.0,0.05027652086475616,0.9206407659731173,0.0,546.1035696329814,0,Très faible,0
91093,2,0,0,3.5,64.5,24.334535,1.020415,0,0,0,2014.0,2017.0,0.0,0.0,Boullay-les-Troux,11.0,2391.0,217.36363636363637,2.0,0.0,0.0,2.0,0.0,4.0,7.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,Boullay-les-Troux,639,91,5.5,1195.5,0.8364700961940611,31.29890453834116,0.0,267.2521957340025,0,Faible,0
91095,2,0,0,3.5,35.5,24.26,1.153,0,0,1,2007.0,2011.0,0.0,0.0,Bouray-sur-Juine,14.0,1735.0,123.92857142857143,0.0,9.0,0.0,9.0,2.0,5.0,9.0,0.0,0.6428571428571429,0.0,0.0,0.0,0.0,Bouray-sur-Juine,2080,91,7.0,867.5,1.1527377521613833,9.615384615384617,0.0,1198.8472622478384,0,Faible,0
91097,9,1,1,3.5555555555555554,37.0,5.4101,0.28063333333333335,2,0,1,2007.0,2015.0,0.1111111111111111,0.1111111111111111,Boussy-Saint-Antoine,104.0,12633.0,121.47115384615384,13.0,28.0,27.0,37.0,31.0,81.0,23.0,0.25961538461538464,0.3557692307692308,0.0,0.0,0.0,0.0,Boussy-Saint-Antoine,7980,91,11.555555555555555,1403.6666666666667,0.7124198527665638,11.278195488721805,1.2531328320802004,631.6789361196866,1,Modéré,0
91099,3,0,0,4.0,66.0,48.431999999999995,2.405,0,0,0,2008.0,2008.0,0.0,0.0,Boutigny-sur-Essonne,8.0,2513.0,314.125,0.0,1.0,0.0,3.0,0.0,1.0,7.0,0.0,0.375,0.0,0.0,0.0,0.0,Boutigny-sur-Essonne,2950,91,2.6666666666666665,837.6666666666666,1.1937922801432552,10.169491525423728,0.0,1173.8957421408675,0,Faible,0
91100,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Bouville,3.0,779.0,259.6666666666667,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,Bouville,648,91,3.0,779.0,0.0,0.0,0.0,831.8356867779204,0,Très faible,0
91103,41,4,3,3.4878048780487805,31.073170731707318,12.150065,0.5608752777777778,8,4,4,2005.0,2021.0,0.0975609756097561,0.07317073170731707,Brétigny-sur-Orge,895.0,108998.0,121.7854748603352,224.0,434.0,31.0,440.0,342.0,499.0,396.0,0.034636871508379886,0.49162011173184356,0.0,0.0,0.0,0.0,Brétigny-sur-Orge,27106,91,21.829268292682926,2658.487804878049,0.3761536908934109,15.125802405371504,1.4756880395484393,248.68346208187305,1,Élevé,0
91105,2,0,0,3.5,50.0,24.2875,1.083,1,0,0,2005.0,2011.0,0.0,0.0,Breuillet,122.0,20256.0,166.0327868852459,18.0,72.0,0.0,64.0,34.0,102.0,20.0,0.0,0.5245901639344263,0.0,0.0,0.0,0.0,Breuillet,8873,91,61.0,10128.0,0.09873617693522907,2.254029076975093,0.0,438.04304897314375,0,Faible,0
91106,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Breux-Jouy,4.0,913.0,228.25,4.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,Breux-Jouy,1281,91,4.0,913.0,0.0,0.0,0.0,1403.0668127053668,0,Très faible,0
91109,2,0,0,4.0,24.0,0.0,0.0,0,0,1,2006.0,2012.0,0.0,0.0,Brières-les-Scellés,2.0,462.0,231.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Brières-les-Scellés,1250,91,1.0,231.0,4.329004329004329,16.0,0.0,2705.6277056277054,0,Faible,0
91111,1,0,0,4.0,46.0,0.0,0.0,0,0,0,2015.0,2015.0,0.0,0.0,Briis-sous-Forges,103.0,9250.0,89.80582524271844,50.0,16.0,4.0,48.0,34.0,88.0,15.0,0.038834951456310676,0.46601941747572817,0.0,0.0,0.0,0.0,Briis-sous-Forges,3380,91,103.0,9250.0,0.10810810810810811,2.9585798816568047,0.0,365.4054054054054,0,Très faible,0
91114,38,3,2,3.6578947368421053,34.3421052631579,4.173588,0.21398714285714288,11,2,3,2005.0,2020.0,0.07894736842105263,0.05263157894736842,Brunoy,519.0,77295.0,148.9306358381503,91.0,277.0,21.0,256.0,204.0,431.0,88.0,0.04046242774566474,0.4932562620423892,0.0,0.0,0.0,0.0,Brunoy,25423,91,13.657894736842104,2034.078947368421,0.4916230027815512,14.947095150060969,1.1800338276363922,328.9087263082994,1,Élevé,0
91115,3,0,0,3.3333333333333335,32.666666666666664,48.597,2.2,0,0,0,2007.0,2007.0,0.0,0.0,Bruyères-le-Châtel,41.0,5771.0,140.7560975609756,6.0,13.0,0.0,15.0,7.0,17.0,24.0,0.0,0.36585365853658536,0.0,0.0,0.0,0.0,Bruyères-le-Châtel,3584,91,13.666666666666666,1923.6666666666667,0.5198405822214521,8.370535714285714,0.0,621.0362155605615,0,Faible,0
91122,14,0,0,4.0,24.142857142857142,4.05737,0.17942916666666667,0,2,1,2005.0,2023.0,0.0,0.0,Bures-sur-Yvette,524.0,49731.0,94.90648854961832,121.0,232.0,18.0,306.0,130.0,386.0,138.0,0.03435114503816794,0.583969465648855,0.0,0.0,0.0,0.0,Bures-sur-Yvette,9254,91,37.42857142857143,3552.214285714286,0.2815145482696909,15.128593040847202,0.0,186.0811164062657,1,Modéré,0
91129,1,1,0,2.0,65.0,48.479,2.304,0,0,0,2014.0,2014.0,1.0,0.0,Cerny,31.0,7282.0,234.90322580645162,4.0,14.0,2.0,17.0,9.0,20.0,11.0,0.06451612903225806,0.5483870967741935,0.0,0.0,0.0,0.0,Cerny,3345,91,31.0,7282.0,0.137324910738808,2.9895366218236177,2.9895366218236177,459.3518264213128,0,Très faible,0
91130,1,0,0,4.0,66.0,48.437,2.071,1,0,0,2013.0,2013.0,0.0,0.0,Chalo-Saint-Mars,17.0,2560.0,150.58823529411765,14.0,3.0,0.0,17.0,0.0,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,Chalo-Saint-Mars,1031,91,17.0,2560.0,0.390625,9.699321047526674,0.0,402.734375,0,Très faible,0
91131,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Chalou-Moulineux,23.0,4764.0,207.1304347826087,11.0,10.0,0.0,21.0,0.0,0.0,23.0,0.0,0.9130434782608695,0.0,0.0,0.0,0.0,Chalou-Moulineux,383,91,23.0,4764.0,0.0,0.0,0.0,80.39462636439966,0,Très faible,0
91132,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Chamarande,50.0,6003.0,120.06,5.0,6.0,0.0,15.0,2.0,16.0,34.0,0.0,0.3,0.0,0.0,0.0,0.0,Chamarande,1119,91,50.0,6003.0,0.0,0.0,0.0,186.40679660169914,0,Très faible,0
91135,1,0,0,3.0,26.0,,,0,0,0,2022.0,2022.0,0.0,0.0,Champcueil,45.0,8052.0,178.93333333333334,6.0,14.0,9.0,24.0,2.0,38.0,7.0,0.2,0.5333333333333333,0.0,0.0,0.0,0.0,Champcueil,2893,91,45.0,8052.0,0.12419274714356682,3.456619426201175,0.0,359.28961748633884,0,Très faible,0
91136,4,0,0,3.5,41.75,0.0,0.0,0,1,1,2005.0,2022.0,0.0,0.0,Champlan,100.0,12527.0,125.27,42.0,12.0,11.0,34.0,41.0,93.0,7.0,0.11,0.34,0.0,0.0,0.0,0.0,Champlan,2597,91,25.0,3131.75,0.319310289774088,15.402387370042357,0.0,207.31220563582661,0,Faible,0
91148,1,1,0,2.0,71.0,0.0,0.0,0,0,0,2006.0,2006.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Chauffour-lès-Étréchy,137,91,0.0,0.0,0.0,72.99270072992701,72.99270072992701,0.0,0,Très faible,0
91156,3,0,0,3.3333333333333335,27.666666666666668,48.5005,2.318,1,1,1,2007.0,2021.0,0.0,0.0,Cheptainville,9.0,2327.0,258.55555555555554,2.0,6.0,0.0,8.0,0.0,8.0,1.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,Cheptainville,2219,91,3.0,775.6666666666666,1.289213579716373,13.519603424966201,0.0,953.5883111302106,0,Faible,0
91159,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Chevannes,39.0,6200.0,158.97435897435898,16.0,4.0,13.0,14.0,8.0,26.0,13.0,0.3333333333333333,0.358974358974359,0.0,0.0,0.0,0.0,Chevannes,1550,91,39.0,6200.0,0.0,0.0,0.0,250.0,0,Très faible,0
91161,15,0,0,3.533333333333333,42.06666666666667,8.856672727272727,0.4194336363636364,4,2,2,2006.0,2023.0,0.0,0.0,Chilly-Mazarin,219.0,30236.0,138.06392694063928,24.0,42.0,41.0,72.0,44.0,164.0,55.0,0.1872146118721461,0.3287671232876712,0.0,0.0,0.0,0.0,Chilly-Mazarin,19938,91,14.6,2015.7333333333333,0.4960973673766371,7.523322299127295,0.0,659.412620717026,1,Modéré,0
91174,28,0,0,3.8214285714285716,30.928571428571427,3.599689259259259,0.18258037037037037,2,3,4,2005.0,2019.0,0.0,0.0,Corbeil-Essonnes,192.0,27872.0,145.16666666666666,37.0,62.0,43.0,55.0,71.0,85.0,107.0,0.22395833333333334,0.2864583333333333,0.0,0.0,0.0,0.0,Corbeil-Essonnes,52683,91,6.857142857142857,995.4285714285714,1.0045924225028702,5.314807433137824,0.0,1890.1765212399541,1,Élevé,0
91179,1,0,0,3.0,73.0,48.568,2.49,0,1,0,2013.0,2013.0,0.0,0.0,Le Coudray-Montceaux,70.0,13965.0,199.5,3.0,26.0,11.0,33.0,10.0,18.0,52.0,0.15714285714285714,0.4714285714285714,0.0,0.0,0.0,0.0,Le Coudray-Montceaux,4814,91,70.0,13965.0,0.07160759040458288,2.077274615704196,0.0,344.718940207662,0,Très faible,0
91180,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Courances,40.0,4757.0,118.925,6.0,19.0,7.0,27.0,8.0,22.0,18.0,0.175,0.675,0.0,0.0,0.0,0.0,Courances,325,91,40.0,4757.0,0.0,0.0,0.0,68.32036998108052,0,Très faible,0
91182,4,0,0,3.5,42.25,0.0,0.0,2,0,0,2005.0,2019.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0,91,0.0,0.0,0.0,0.0,0.0,0.0,0,Faible,0
91184,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Courdimanche-sur-Essonne,6.0,384.0,64.0,1.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.5,0.0,0.0,0.0,0.0,Courdimanche-sur-Essonne,278,91,6.0,384.0,0.0,0.0,0.0,723.9583333333334,0,Très faible,0
91186,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Courson-Monteloup,7.0,1404.0,200.57142857142858,0.0,3.0,0.0,3.0,0.0,0.0,7.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,Courson-Monteloup,576,91,7.0,1404.0,0.0,0.0,0.0,410.2564102564103,0,Très faible,0
91191,10,2,2,3.2,42.0,9.742968000000001,0.492652,0,0,0,2005.0,2016.0,0.2,0.2,Crosne,52.0,5749.0,110.5576923076923,27.0,3.0,9.0,25.0,7.0,23.0,29.0,0.17307692307692307,0.4807692307692308,0.0,0.0,0.0,0.0,Crosne,9532,91,5.2,574.9,1.7394329448599757,10.490977759127151,2.0981955518254303,1658.027483040529,1,Modéré,0
91195,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Dannemois,6.0,3056.0,509.3333333333333,0.0,2.0,3.0,2.0,0.0,2.0,4.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,Dannemois,843,91,6.0,3056.0,0.0,0.0,0.0,275.85078534031413,0,Très faible,0
91198,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,D'Huison-Longueville,17.0,5904.0,347.29411764705884,4.0,2.0,9.0,6.0,1.0,15.0,2.0,0.5294117647058824,0.35294117647058826,0.0,0.0,0.0,0.0,D'Huison-Longueville,1514,91,17.0,5904.0,0.0,0.0,0.0,256.43631436314365,0,Très faible,0
91200,6,1,1,3.0,39.333333333333336,48.52838,2.0106574999999998,0,0,1,2008.0,2023.0,0.16666666666666666,0.16666666666666666,Dourdan,275.0,32735.0,119.03636363636363,54.0,165.0,3.0,136.0,118.0,157.0,118.0,0.01090909090909091,0.49454545454545457,0.0,0.0,0.0,0.0,Dourdan,11279,91,45.833333333333336,5455.833333333333,0.18329005651443409,5.319620533735261,0.8866034222892101,344.5547579043837,1,Modéré,0
91201,36,2,2,3.6666666666666665,28.86111111111111,7.376702727272727,0.36481606060606064,7,1,0,2005.0,2023.0,0.05555555555555555,0.05555555555555555,Draveil,190.0,34546.0,181.82105263157894,4.0,28.0,13.0,73.0,31.0,61.0,129.0,0.06842105263157895,0.38421052631578945,0.0,0.0,0.0,0.0,Draveil,29173,91,5.277777777777778,959.6111111111111,1.0420888091240665,12.3401775614438,0.6855654200802112,844.4682452382331,1,Élevé,0
91204,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Écharcon,24.0,3488.0,145.33333333333334,9.0,4.0,3.0,14.0,7.0,15.0,9.0,0.125,0.5833333333333334,0.0,0.0,0.0,0.0,Écharcon,744,91,24.0,3488.0,0.0,0.0,0.0,213.30275229357798,0,Très faible,0
91207,0,0,0,0.0,,,,0,0,0,,,0.0,0.0,Égly,44.0,5427.0,123.3409090909091,7.0,15.0,2.0,20.0,4.0,16.0,28.0,0.045454545454545456,0.45454545454545453,0.0,0.0,0.0,0.0,Égly,6756,91,44.0,5427.0,0.0,0.0,0.0,1244.8866777224987,0,Très faible,0
91215,6,0,0,4.0,12.333333333333334,16.232406666666666,0.8422333333333333,0,0,1,2010.0,2017.0,0.0,0.0,Épinay-sous-Sénart,144.0,20392.0,141.61111111111111,0.0,83.0,13.0,84.0,24.0,103.0,41.0,0.09027777777777778,0.5833333333333334,0.0,0.0,0.0,0.0,Épinay-sous-Sénart,11869,91,24.0,3398.6666666666665,0.29423303256178895,5.055185778077345,0.0,582.0419772459788,1,Modéré,0
91216,8,0,0,3.125,50.0,0.0,0.0,3,0,0,2005.0,2023.0,0.0,0.0,Épinay-sur-Orge,147.0,16609.0,112.98639455782313,12.0,26.0,3.0,78.0,31.0,48.0,99.0,0.02040816326530612,0.5306122448979592,0.0,0.0,0.0,0.0,Épinay-sur-Orge,10760,91,18.375,2076.125,0.4816665663194653,7.434944237918216,0.0,647.8415316996808,1,Modéré,0
